x,y,z
501.0,206.0,5715.898
502.0,206.0,5715.9214
503.0,206.0,5715.799
504.0,206.0,5715.8374
505.0,206.0,5715.77
506.0,206.0,5715.749
507.0,206.0,5715.9766
508.0,206.0,5716.8647
509.0,206.0,5718.1377
510.0,206.0,5718.9805
511.0,206.0,5719.4487
512.0,206.0,5718.3833
513.0,206.0,5717.671
514.0,206.0,5718.1753
515.0,206.0,5719.055
516.0,206.0,5719.455
517.0,206.0,5718.7393
518.0,206.0,5717.7017
519.0,206.0,5716.8516
520.0,206.0,5716.9385
521.0,206.0,5717.559
522.0,206.0,5717.599
523.0,206.0,5717.797
524.0,206.0,5719.142
525.0,206.0,5721.2573
526.0,206.0,5721.7217
527.0,206.0,5721.749
528.0,206.0,5722.1245
529.0,206.0,5723.0127
530.0,206.0,5723.532
531.0,206.0,5722.768
532.0,206.0,5723.303
533.0,206.0,5723.3594
534.0,206.0,5721.154
535.0,206.0,5717.405
536.0,206.0,5717.0674
537.0,206.0,5716.586
538.0,206.0,5715.4126
539.0,206.0,5714.414
540.0,206.0,5714.4473
541.0,206.0,5714.4224
542.0,206.0,5714.0747
543.0,206.0,5713.5713
544.0,206.0,5714.1665
545.0,206.0,5715.239
546.0,206.0,5716.0723
547.0,206.0,5716.4033
548.0,206.0,5716.3706
549.0,206.0,5716.9766
550.0,206.0,5717.418
551.0,206.0,5717.732
552.0,206.0,5718.2065
553.0,206.0,5718.573
554.0,206.0,5717.8394
555.0,206.0,5717.1274
556.0,206.0,5717.035
557.0,206.0,5716.705
558.0,206.0,5717.5757
559.0,206.0,5718.998
560.0,206.0,5719.009
561.0,206.0,5718.7144
562.0,206.0,5718.664
563.0,206.0,5718.3926
564.0,206.0,5718.3403
565.0,206.0,5718.7183
566.0,206.0,5718.667
567.0,206.0,5719.2183
568.0,206.0,5719.3755
569.0,206.0,5716.704
570.0,206.0,5714.253
571.0,206.0,5715.89
572.0,206.0,5718.13
573.0,206.0,5717.9023
574.0,206.0,5717.2974
575.0,206.0,5716.52
576.0,206.0,5714.786
577.0,206.0,5713.429
578.0,206.0,5713.844
579.0,206.0,5714.582
580.0,206.0,5714.1973
581.0,206.0,5713.772
582.0,206.0,5714.9297
583.0,206.0,5715.254
584.0,206.0,5715.6167
585.0,206.0,5715.1987
586.0,206.0,5714.383
587.0,206.0,5713.803
588.0,206.0,5713.233
589.0,206.0,5713.9697
590.0,206.0,5722.507
591.0,206.0,5725.5415
592.0,206.0,5726.83
593.0,206.0,5727.3125
594.0,206.0,5725.8784
595.0,206.0,5723.6646
596.0,206.0,5724.214
597.0,206.0,5724.939
598.0,206.0,5725.2905
599.0,206.0,5723.965
250.0,205.0,5692.3223
251.0,205.0,5693.048
252.0,205.0,5695.765
253.0,205.0,5697.6953
254.0,205.0,5697.8213
255.0,205.0,5698.985
256.0,205.0,5700.3813
257.0,205.0,5700.8066
258.0,205.0,5699.4253
259.0,205.0,5699.4683
260.0,205.0,5701.2617
261.0,205.0,5702.2217
262.0,205.0,5702.066
263.0,205.0,5701.0645
264.0,205.0,5701.1074
265.0,205.0,5703.267
266.0,205.0,5705.434
267.0,205.0,5706.834
268.0,205.0,5705.928
269.0,205.0,5705.4976
270.0,205.0,5705.71
271.0,205.0,5705.8916
272.0,205.0,5706.435
273.0,205.0,5707.135
274.0,205.0,5707.422
275.0,205.0,5707.39
276.0,205.0,5707.217
277.0,205.0,5707.5586
278.0,205.0,5708.4634
279.0,205.0,5709.681
280.0,205.0,5710.0586
281.0,205.0,5710.2876
282.0,205.0,5710.443
283.0,205.0,5711.12
284.0,205.0,5712.25
285.0,205.0,5713.055
286.0,205.0,5713.791
287.0,205.0,5714.1562
288.0,205.0,5713.849
289.0,205.0,5713.5015
290.0,205.0,5713.169
291.0,205.0,5713.2603
292.0,205.0,5713.5503
293.0,205.0,5713.5176
294.0,205.0,5713.034
295.0,205.0,5712.765
296.0,205.0,5712.4863
297.0,205.0,5711.4863
298.0,205.0,5711.2114
299.0,205.0,5711.2397
300.0,205.0,5711.209
301.0,205.0,5711.095
302.0,205.0,5710.556
303.0,205.0,5710.1396
304.0,205.0,5711.1943
305.0,205.0,5712.35
306.0,205.0,5713.952
307.0,205.0,5715.199
308.0,205.0,5715.2495
309.0,205.0,5714.6733
310.0,205.0,5713.9863
311.0,205.0,5714.6685
312.0,205.0,5715.864
313.0,205.0,5717.134
314.0,205.0,5717.586
315.0,205.0,5717.228
316.0,205.0,5715.924
317.0,205.0,5715.259
318.0,205.0,5714.928
319.0,205.0,5714.8013
320.0,205.0,5714.543
321.0,205.0,5714.1
322.0,205.0,5714.391
323.0,205.0,5714.741
324.0,205.0,5715.1475
325.0,205.0,5715.277
326.0,205.0,5715.626
327.0,205.0,5715.8975
328.0,205.0,5716.485
329.0,205.0,5717.155
330.0,205.0,5717.5146
331.0,205.0,5718.651
332.0,205.0,5720.403
333.0,205.0,5720.677
334.0,205.0,5720.709
335.0,205.0,5720.185
336.0,205.0,5720.385
337.0,205.0,5721.9307
338.0,205.0,5723.3257
339.0,205.0,5724.575
340.0,205.0,5725.3574
341.0,205.0,5725.446
342.0,205.0,5725.026
343.0,205.0,5723.249
344.0,205.0,5722.764
345.0,205.0,5723.097
346.0,205.0,5723.131
347.0,205.0,5720.339
348.0,205.0,5717.9067
349.0,205.0,5718.24
350.0,205.0,5719.301
351.0,205.0,5719.804
352.0,205.0,5720.728
353.0,205.0,5720.5723
354.0,205.0,5720.223
355.0,205.0,5718.6235
356.0,205.0,5716.125
357.0,205.0,5715.466
358.0,205.0,5716.8423
359.0,205.0,5718.4307
360.0,205.0,5717.3857
361.0,205.0,5716.6704
362.0,205.0,5716.766
363.0,205.0,5717.2314
364.0,205.0,5717.311
365.0,205.0,5716.804
366.0,205.0,5716.508
367.0,205.0,5716.3135
368.0,205.0,5716.4985
369.0,205.0,5717.3066
370.0,205.0,5717.799
371.0,205.0,5718.7446
372.0,205.0,5719.7017
373.0,205.0,5720.421
374.0,205.0,5721.7593
375.0,205.0,5721.813
376.0,205.0,5721.2393
377.0,205.0,5724.134
378.0,205.0,5723.5483
379.0,205.0,5719.293
380.0,205.0,5716.3574
381.0,205.0,5717.517
382.0,205.0,5717.8784
383.0,205.0,5716.8545
384.0,205.0,5716.7837
385.0,205.0,5717.3853
386.0,205.0,5711.535
387.0,205.0,5710.2334
388.0,205.0,5710.9927
389.0,205.0,5712.791
390.0,205.0,5719.426
391.0,205.0,5721.274
392.0,205.0,5721.679
393.0,205.0,5722.8867
394.0,205.0,5723.724
395.0,205.0,5723.988
396.0,205.0,5724.412
397.0,205.0,5724.431
398.0,205.0,5724.61
399.0,205.0,5724.2793
400.0,205.0,5724.449
401.0,205.0,5726.4263
402.0,205.0,5724.546
403.0,205.0,5722.0566
404.0,205.0,5722.2915
405.0,205.0,5722.516
406.0,205.0,5723.4365
407.0,205.0,5724.8667
408.0,205.0,5725.358
409.0,205.0,5725.0615
410.0,205.0,5724.1953
411.0,205.0,5722.428
412.0,205.0,5721.161
413.0,205.0,5721.675
414.0,205.0,5721.6665
415.0,205.0,5721.7876
416.0,205.0,5722.035
417.0,205.0,5721.224
418.0,205.0,5719.5845
419.0,205.0,5717.7793
420.0,205.0,5717.1523
421.0,205.0,5716.4907
422.0,205.0,5718.712
423.0,205.0,5720.742
424.0,205.0,5721.7466
425.0,205.0,5724.43
426.0,205.0,5724.039
427.0,205.0,5721.3667
428.0,205.0,5721.513
429.0,205.0,5722.582
430.0,205.0,5723.6797
431.0,205.0,5724.7183
432.0,205.0,5724.4424
433.0,205.0,5723.29
434.0,205.0,5722.4595
435.0,205.0,5721.937
436.0,205.0,5721.2754
437.0,205.0,5720.969
438.0,205.0,5720.555
439.0,205.0,5718.869
440.0,205.0,5717.243
441.0,205.0,5716.431
442.0,205.0,5717.588
443.0,205.0,5720.131
444.0,205.0,5721.445
445.0,205.0,5721.6655
446.0,205.0,5721.3633
447.0,205.0,5719.845
448.0,205.0,5719.111
449.0,205.0,5719.13
450.0,205.0,5719.502
451.0,205.0,5719.3726
452.0,205.0,5719.0566
453.0,205.0,5718.453
454.0,205.0,5720.2954
455.0,205.0,5727.7085
456.0,205.0,5731.408
457.0,205.0,5725.2563
458.0,205.0,5722.906
459.0,205.0,5723.169
460.0,205.0,5722.686
461.0,205.0,5722.278
462.0,205.0,5722.295
463.0,205.0,5722.4727
464.0,205.0,5722.935
465.0,205.0,5723.252
466.0,205.0,5723.051
467.0,205.0,5722.6997
468.0,205.0,5722.4546
469.0,205.0,5721.6475
470.0,205.0,5721.345
471.0,205.0,5721.7505
472.0,205.0,5721.8984
473.0,205.0,5721.2715
474.0,205.0,5721.352
475.0,205.0,5721.7695
476.0,205.0,5721.5
477.0,205.0,5721.7163
478.0,205.0,5722.0024
479.0,205.0,5722.212
480.0,205.0,5722.4204
481.0,205.0,5722.807
482.0,205.0,5722.9004
483.0,205.0,5723.2773
484.0,205.0,5723.941
485.0,205.0,5723.5947
486.0,205.0,5723.003
487.0,205.0,5721.9917
488.0,205.0,5719.86
489.0,205.0,5718.415
490.0,205.0,5718.265
491.0,205.0,5718.5435
492.0,205.0,5718.4023
493.0,205.0,5717.995
494.0,205.0,5717.808
495.0,205.0,5717.5186
496.0,205.0,5716.6006
497.0,205.0,5715.5522
498.0,205.0,5714.9536
499.0,205.0,5714.9434
500.0,205.0,5715.2534
501.0,205.0,5716.6147
502.0,205.0,5716.792
503.0,205.0,5716.412
504.0,205.0,5716.432
505.0,205.0,5716.4795
506.0,205.0,5717.032
507.0,205.0,5718.308
508.0,205.0,5719.778
509.0,205.0,5720.7686
510.0,205.0,5721.2163
511.0,205.0,5720.558
512.0,205.0,5719.338
513.0,205.0,5718.883
514.0,205.0,5719.4165
515.0,205.0,5719.8066
516.0,205.0,5719.5107
517.0,205.0,5718.7905
518.0,205.0,5717.833
519.0,205.0,5717.3047
520.0,205.0,5717.696
521.0,205.0,5717.6646
522.0,205.0,5717.374
523.0,205.0,5718.1274
524.0,205.0,5720.192
525.0,205.0,5720.1777
526.0,205.0,5719.9844
527.0,205.0,5721.6245
528.0,205.0,5723.212
529.0,205.0,5723.8945
530.0,205.0,5722.2017
531.0,205.0,5722.2183
532.0,205.0,5722.4326
533.0,205.0,5720.281
534.0,205.0,5715.1333
535.0,205.0,5715.294
536.0,205.0,5716.331
537.0,205.0,5715.222
538.0,205.0,5714.043
539.0,205.0,5713.8984
540.0,205.0,5713.973
541.0,205.0,5713.405
542.0,205.0,5712.798
543.0,205.0,5713.434
544.0,205.0,5714.891
545.0,205.0,5716.3027
546.0,205.0,5716.83
547.0,205.0,5716.5454
548.0,205.0,5716.574
549.0,205.0,5716.9688
550.0,205.0,5717.148
551.0,205.0,5717.238
552.0,205.0,5717.662
553.0,205.0,5717.697
554.0,205.0,5717.487
555.0,205.0,5717.551
556.0,205.0,5717.4756
557.0,205.0,5718.3247
558.0,205.0,5720.335
559.0,205.0,5720.994
560.0,205.0,5720.5483
561.0,205.0,5720.061
562.0,205.0,5719.3027
563.0,205.0,5718.81
564.0,205.0,5719.0083
565.0,205.0,5719.09
566.0,205.0,5719.633
567.0,205.0,5720.355
568.0,205.0,5718.7803
569.0,205.0,5716.1016
570.0,205.0,5715.9478
571.0,205.0,5718.014
572.0,205.0,5718.5195
573.0,205.0,5718.4263
574.0,205.0,5718.0933
575.0,205.0,5717.088
576.0,205.0,5715.7803
577.0,205.0,5716.3716
578.0,205.0,5717.2256
579.0,205.0,5717.0996
580.0,205.0,5716.739
581.0,205.0,5716.462
582.0,205.0,5716.3203
583.0,205.0,5716.5356
584.0,205.0,5716.352
585.0,205.0,5715.581
586.0,205.0,5715.2417
587.0,205.0,5715.0015
588.0,205.0,5714.036
589.0,205.0,5718.6484
590.0,205.0,5726.5503
591.0,205.0,5725.286
592.0,205.0,5727.1006
593.0,205.0,5726.2944
594.0,205.0,5724.5327
595.0,205.0,5724.3027
596.0,205.0,5725.1626
597.0,205.0,5725.68
598.0,205.0,5724.578
599.0,205.0,5723.1787
250.0,204.0,5692.9883
251.0,204.0,5694.8267
252.0,204.0,5696.758
253.0,204.0,5697.1445
254.0,204.0,5698.151
255.0,204.0,5699.4204
256.0,204.0,5700.009
257.0,204.0,5699.441
258.0,204.0,5699.0317
259.0,204.0,5700.6875
260.0,204.0,5702.1836
261.0,204.0,5702.5083
262.0,204.0,5701.127
263.0,204.0,5700.6445
264.0,204.0,5702.7075
265.0,204.0,5706.3286
266.0,204.0,5707.078
267.0,204.0,5706.6196
268.0,204.0,5705.975
269.0,204.0,5706.3535
270.0,204.0,5706.5283
271.0,204.0,5707.0757
272.0,204.0,5707.871
273.0,204.0,5708.3994
274.0,204.0,5708.477
275.0,204.0,5708.2397
276.0,204.0,5708.4062
277.0,204.0,5709.103
278.0,204.0,5710.446
279.0,204.0,5711.126
280.0,204.0,5710.794
281.0,204.0,5710.477
282.0,204.0,5710.547
283.0,204.0,5711.5938
284.0,204.0,5712.2935
285.0,204.0,5713.151
286.0,204.0,5714.1807
287.0,204.0,5714.312
288.0,204.0,5714.18
289.0,204.0,5713.836
290.0,204.0,5713.951
291.0,204.0,5714.3677
292.0,204.0,5714.385
293.0,204.0,5713.833
294.0,204.0,5713.3276
295.0,204.0,5713.084
296.0,204.0,5712.3047
297.0,204.0,5711.553
298.0,204.0,5711.5044
299.0,204.0,5711.7285
300.0,204.0,5711.942
301.0,204.0,5711.595
302.0,204.0,5710.5938
303.0,204.0,5710.698
304.0,204.0,5711.475
305.0,204.0,5712.6436
306.0,204.0,5713.9395
307.0,204.0,5714.6655
308.0,204.0,5714.9155
309.0,204.0,5714.8105
310.0,204.0,5715.354
311.0,204.0,5716.359
312.0,204.0,5717.0977
313.0,204.0,5717.0
314.0,204.0,5716.854
315.0,204.0,5716.2383
316.0,204.0,5715.5137
317.0,204.0,5715.4185
318.0,204.0,5715.316
319.0,204.0,5715.199
320.0,204.0,5714.7827
321.0,204.0,5714.849
322.0,204.0,5715.465
323.0,204.0,5715.827
324.0,204.0,5716.305
325.0,204.0,5716.795
326.0,204.0,5717.8223
327.0,204.0,5717.386
328.0,204.0,5718.071
329.0,204.0,5718.425
330.0,204.0,5718.9126
331.0,204.0,5720.648
332.0,204.0,5721.34
333.0,204.0,5721.045
334.0,204.0,5720.812
335.0,204.0,5721.0176
336.0,204.0,5722.586
337.0,204.0,5723.7124
338.0,204.0,5724.646
339.0,204.0,5725.1064
340.0,204.0,5724.223
341.0,204.0,5723.014
342.0,204.0,5720.717
343.0,204.0,5720.6143
344.0,204.0,5722.399
345.0,204.0,5723.543
346.0,204.0,5721.994
347.0,204.0,5718.35
348.0,204.0,5717.156
349.0,204.0,5717.677
350.0,204.0,5718.0317
351.0,204.0,5719.0835
352.0,204.0,5719.4385
353.0,204.0,5719.7695
354.0,204.0,5718.8286
355.0,204.0,5717.1562
356.0,204.0,5715.332
357.0,204.0,5716.3784
358.0,204.0,5718.3975
359.0,204.0,5718.1953
360.0,204.0,5717.394
361.0,204.0,5717.555
362.0,204.0,5717.951
363.0,204.0,5718.2573
364.0,204.0,5717.5884
365.0,204.0,5716.9277
366.0,204.0,5716.4736
367.0,204.0,5716.319
368.0,204.0,5717.0254
369.0,204.0,5717.4785
370.0,204.0,5718.2524
371.0,204.0,5719.266
372.0,204.0,5720.5645
373.0,204.0,5722.7114
374.0,204.0,5724.847
375.0,204.0,5725.7686
376.0,204.0,5726.343
377.0,204.0,5724.349
378.0,204.0,5719.91
379.0,204.0,5714.84
380.0,204.0,5714.9
381.0,204.0,5716.821
382.0,204.0,5716.876
383.0,204.0,5715.401
384.0,204.0,5713.9116
385.0,204.0,5711.2705
386.0,204.0,5709.74
387.0,204.0,5710.3813
388.0,204.0,5711.4404
389.0,204.0,5711.1406
390.0,204.0,5718.6177
391.0,204.0,5719.688
392.0,204.0,5722.537
393.0,204.0,5724.9634
394.0,204.0,5725.8696
395.0,204.0,5725.9756
396.0,204.0,5725.552
397.0,204.0,5724.8364
398.0,204.0,5723.4785
399.0,204.0,5722.884
400.0,204.0,5723.189
401.0,204.0,5724.8696
402.0,204.0,5721.3057
403.0,204.0,5720.5767
404.0,204.0,5722.0435
405.0,204.0,5721.9893
406.0,204.0,5723.2773
407.0,204.0,5724.437
408.0,204.0,5724.7812
409.0,204.0,5724.3047
410.0,204.0,5723.187
411.0,204.0,5721.989
412.0,204.0,5722.1826
413.0,204.0,5722.2935
414.0,204.0,5722.1177
415.0,204.0,5722.4893
416.0,204.0,5721.97
417.0,204.0,5720.9067
418.0,204.0,5719.701
419.0,204.0,5718.374
420.0,204.0,5718.646
421.0,204.0,5719.831
422.0,204.0,5721.002
423.0,204.0,5720.9517
424.0,204.0,5721.5493
425.0,204.0,5723.5547
426.0,204.0,5721.6636
427.0,204.0,5721.53
428.0,204.0,5722.676
429.0,204.0,5723.711
430.0,204.0,5724.5347
431.0,204.0,5724.343
432.0,204.0,5723.2764
433.0,204.0,5722.1616
434.0,204.0,5721.6333
435.0,204.0,5720.927
436.0,204.0,5720.886
437.0,204.0,5720.8335
438.0,204.0,5719.7324
439.0,204.0,5718.292
440.0,204.0,5717.9214
441.0,204.0,5719.4043
442.0,204.0,5721.794
443.0,204.0,5722.027
444.0,204.0,5719.905
445.0,204.0,5718.8486
446.0,204.0,5718.516
447.0,204.0,5717.854
448.0,204.0,5717.959
449.0,204.0,5718.5176
450.0,204.0,5718.806
451.0,204.0,5718.8643
452.0,204.0,5718.885
453.0,204.0,5719.765
454.0,204.0,5725.696
455.0,204.0,5731.578
456.0,204.0,5729.7163
457.0,204.0,5724.357
458.0,204.0,5723.418
459.0,204.0,5722.952
460.0,204.0,5722.264
461.0,204.0,5722.2754
462.0,204.0,5722.577
463.0,204.0,5723.11
464.0,204.0,5723.5347
465.0,204.0,5723.3574
466.0,204.0,5723.0054
467.0,204.0,5722.599
468.0,204.0,5721.618
469.0,204.0,5720.9727
470.0,204.0,5721.138
471.0,204.0,5721.698
472.0,204.0,5721.2812
473.0,204.0,5721.85
474.0,204.0,5727.5713
475.0,204.0,5724.127
476.0,204.0,5721.8687
477.0,204.0,5722.3237
478.0,204.0,5722.8086
479.0,204.0,5722.7915
480.0,204.0,5723.064
481.0,204.0,5723.083
482.0,204.0,5722.745
483.0,204.0,5722.9653
484.0,204.0,5722.5986
485.0,204.0,5722.041
486.0,204.0,5721.3696
487.0,204.0,5719.57
488.0,204.0,5717.9297
489.0,204.0,5717.5933
490.0,204.0,5717.719
491.0,204.0,5717.451
492.0,204.0,5716.8584
493.0,204.0,5716.571
494.0,204.0,5716.4346
495.0,204.0,5715.996
496.0,204.0,5715.149
497.0,204.0,5714.388
498.0,204.0,5714.293
499.0,204.0,5714.6694
500.0,204.0,5715.1177
501.0,204.0,5717.4844
502.0,204.0,5717.5635
503.0,204.0,5716.6636
504.0,204.0,5716.8223
505.0,204.0,5717.618
506.0,204.0,5718.86
507.0,204.0,5720.64
508.0,204.0,5721.915
509.0,204.0,5721.981
510.0,204.0,5721.6216
511.0,204.0,5720.9014
512.0,204.0,5720.1504
513.0,204.0,5720.1284
514.0,204.0,5720.666
515.0,204.0,5720.3115
516.0,204.0,5719.728
517.0,204.0,5718.7544
518.0,204.0,5717.7705
519.0,204.0,5717.7915
520.0,204.0,5716.8335
521.0,204.0,5716.6416
522.0,204.0,5718.0215
523.0,204.0,5720.3394
524.0,204.0,5721.1416
525.0,204.0,5719.622
526.0,204.0,5721.484
527.0,204.0,5723.556
528.0,204.0,5724.0547
529.0,204.0,5721.6284
530.0,204.0,5720.1323
531.0,204.0,5720.9844
532.0,204.0,5719.7397
533.0,204.0,5715.8853
534.0,204.0,5714.1807
535.0,204.0,5715.5947
536.0,204.0,5714.8755
537.0,204.0,5713.6865
538.0,204.0,5713.1865
539.0,204.0,5713.557
540.0,204.0,5713.762
541.0,204.0,5713.1465
542.0,204.0,5713.429
543.0,204.0,5714.7427
544.0,204.0,5715.924
545.0,204.0,5716.7217
546.0,204.0,5716.473
547.0,204.0,5716.0176
548.0,204.0,5716.285
549.0,204.0,5716.474
550.0,204.0,5716.602
551.0,204.0,5717.1777
552.0,204.0,5717.933
553.0,204.0,5718.1187
554.0,204.0,5718.657
555.0,204.0,5718.1973
556.0,204.0,5719.7417
557.0,204.0,5721.963
558.0,204.0,5722.96
559.0,204.0,5721.988
560.0,204.0,5720.891
561.0,204.0,5719.881
562.0,204.0,5719.1255
563.0,204.0,5719.3315
564.0,204.0,5719.6777
565.0,204.0,5719.9785
566.0,204.0,5720.9634
567.0,204.0,5720.084
568.0,204.0,5718.498
569.0,204.0,5718.017
570.0,204.0,5719.511
571.0,204.0,5719.551
572.0,204.0,5718.945
573.0,204.0,5718.8384
574.0,204.0,5718.207
575.0,204.0,5717.7744
576.0,204.0,5717.81
577.0,204.0,5718.284
578.0,204.0,5718.243
579.0,204.0,5717.386
580.0,204.0,5716.7085
581.0,204.0,5716.288
582.0,204.0,5716.22
583.0,204.0,5715.7847
584.0,204.0,5715.214
585.0,204.0,5715.545
586.0,204.0,5716.5415
587.0,204.0,5717.8076
588.0,204.0,5719.134
589.0,204.0,5722.56
590.0,204.0,5725.8784
591.0,204.0,5726.6807
592.0,204.0,5726.101
593.0,204.0,5724.857
594.0,204.0,5724.302
595.0,204.0,5724.814
596.0,204.0,5725.394
597.0,204.0,5724.866
598.0,204.0,5723.4453
599.0,204.0,5722.613
250.0,203.0,5693.9224
251.0,203.0,5696.5005
252.0,203.0,5697.626
253.0,203.0,5698.3003
254.0,203.0,5699.5522
255.0,203.0,5700.0547
256.0,203.0,5699.8677
257.0,203.0,5699.137
258.0,203.0,5699.99
259.0,203.0,5701.8906
260.0,203.0,5702.5864
261.0,203.0,5701.749
262.0,203.0,5700.074
263.0,203.0,5702.445
264.0,203.0,5708.02
265.0,203.0,5710.591
266.0,203.0,5707.728
267.0,203.0,5706.729
268.0,203.0,5707.244
269.0,203.0,5707.5166
270.0,203.0,5707.9653
271.0,203.0,5708.6924
272.0,203.0,5709.299
273.0,203.0,5709.5767
274.0,203.0,5709.272
275.0,203.0,5709.0234
276.0,203.0,5709.444
277.0,203.0,5710.359
278.0,203.0,5711.0293
279.0,203.0,5710.701
280.0,203.0,5710.4175
281.0,203.0,5710.1924
282.0,203.0,5711.079
283.0,203.0,5711.8833
284.0,203.0,5712.777
285.0,203.0,5714.172
286.0,203.0,5714.9175
287.0,203.0,5714.9233
288.0,203.0,5714.659
289.0,203.0,5714.539
290.0,203.0,5715.0464
291.0,203.0,5715.1797
292.0,203.0,5714.536
293.0,203.0,5713.8735
294.0,203.0,5713.481
295.0,203.0,5712.925
296.0,203.0,5712.099
297.0,203.0,5711.8833
298.0,203.0,5711.9297
299.0,203.0,5712.1465
300.0,203.0,5712.1284
301.0,203.0,5711.3174
302.0,203.0,5711.002
303.0,203.0,5711.389
304.0,203.0,5712.226
305.0,203.0,5713.4736
306.0,203.0,5714.441
307.0,203.0,5714.98
308.0,203.0,5714.843
309.0,203.0,5714.873
310.0,203.0,5715.143
311.0,203.0,5715.497
312.0,203.0,5715.881
313.0,203.0,5716.148
314.0,203.0,5715.9854
315.0,203.0,5715.8447
316.0,203.0,5716.011
317.0,203.0,5715.7905
318.0,203.0,5715.7188
319.0,203.0,5715.5425
320.0,203.0,5715.36
321.0,203.0,5716.05
322.0,203.0,5716.5557
323.0,203.0,5717.1206
324.0,203.0,5717.461
325.0,203.0,5718.49
326.0,203.0,5718.86
327.0,203.0,5718.2603
328.0,203.0,5718.0703
329.0,203.0,5718.9917
330.0,203.0,5720.5815
331.0,203.0,5722.1553
332.0,203.0,5722.163
333.0,203.0,5721.6147
334.0,203.0,5721.706
335.0,203.0,5723.002
336.0,203.0,5724.1235
337.0,203.0,5724.1665
338.0,203.0,5724.129
339.0,203.0,5722.436
340.0,203.0,5721.067
341.0,203.0,5719.802
342.0,203.0,5718.964
343.0,203.0,5721.274
344.0,203.0,5722.666
345.0,203.0,5721.418
346.0,203.0,5717.761
347.0,203.0,5715.3745
348.0,203.0,5715.4805
349.0,203.0,5716.1216
350.0,203.0,5717.611
351.0,203.0,5718.5967
352.0,203.0,5719.7207
353.0,203.0,5720.0815
354.0,203.0,5718.965
355.0,203.0,5719.1416
356.0,203.0,5719.357
357.0,203.0,5719.6235
358.0,203.0,5719.3027
359.0,203.0,5718.304
360.0,203.0,5718.145
361.0,203.0,5718.2227
362.0,203.0,5718.4873
363.0,203.0,5718.055
364.0,203.0,5717.2207
365.0,203.0,5716.621
366.0,203.0,5716.192
367.0,203.0,5716.848
368.0,203.0,5717.662
369.0,203.0,5718.429
370.0,203.0,5719.6675
371.0,203.0,5721.045
372.0,203.0,5723.2075
373.0,203.0,5725.223
374.0,203.0,5725.6123
375.0,203.0,5726.3535
376.0,203.0,5724.0366
377.0,203.0,5720.133
378.0,203.0,5715.657
379.0,203.0,5714.7837
380.0,203.0,5717.0073
381.0,203.0,5717.7227
382.0,203.0,5716.821
383.0,203.0,5714.0493
384.0,203.0,5709.965
385.0,203.0,5708.3955
386.0,203.0,5708.511
387.0,203.0,5709.834
388.0,203.0,5723.467
389.0,203.0,5721.5356
390.0,203.0,5721.024
391.0,203.0,5723.3457
392.0,203.0,5725.186
393.0,203.0,5725.4067
394.0,203.0,5724.496
395.0,203.0,5724.1523
396.0,203.0,5723.2056
397.0,203.0,5722.003
398.0,203.0,5720.0303
399.0,203.0,5720.553
400.0,203.0,5721.447
401.0,203.0,5720.419
402.0,203.0,5718.344
403.0,203.0,5718.722
404.0,203.0,5720.9297
405.0,203.0,5722.0234
406.0,203.0,5723.5073
407.0,203.0,5724.3623
408.0,203.0,5724.2373
409.0,203.0,5723.2485
410.0,203.0,5722.2534
411.0,203.0,5722.0723
412.0,203.0,5722.571
413.0,203.0,5722.6333
414.0,203.0,5723.169
415.0,203.0,5723.407
416.0,203.0,5722.528
417.0,203.0,5721.327
418.0,203.0,5720.6475
419.0,203.0,5720.1567
420.0,203.0,5719.726
421.0,203.0,5719.703
422.0,203.0,5719.9897
423.0,203.0,5719.224
424.0,203.0,5720.6895
425.0,203.0,5722.3984
426.0,203.0,5722.013
427.0,203.0,5722.867
428.0,203.0,5723.6865
429.0,203.0,5723.946
430.0,203.0,5723.5693
431.0,203.0,5722.6533
432.0,203.0,5721.8667
433.0,203.0,5721.605
434.0,203.0,5721.375
435.0,203.0,5721.4565
436.0,203.0,5721.8716
437.0,203.0,5721.3203
438.0,203.0,5719.84
439.0,203.0,5719.1753
440.0,203.0,5719.407
441.0,203.0,5721.4893
442.0,203.0,5721.7886
443.0,203.0,5719.405
444.0,203.0,5717.883
445.0,203.0,5717.9146
446.0,203.0,5717.6313
447.0,203.0,5717.6104
448.0,203.0,5718.463
449.0,203.0,5718.989
450.0,203.0,5719.0645
451.0,203.0,5719.2695
452.0,203.0,5719.9272
453.0,203.0,5723.2964
454.0,203.0,5730.2246
455.0,203.0,5729.2065
456.0,203.0,5725.8765
457.0,203.0,5723.4004
458.0,203.0,5723.0566
459.0,203.0,5722.391
460.0,203.0,5722.536
461.0,203.0,5723.08
462.0,203.0,5723.488
463.0,203.0,5723.651
464.0,203.0,5723.1504
465.0,203.0,5722.5806
466.0,203.0,5722.0366
467.0,203.0,5721.1523
468.0,203.0,5720.26
469.0,203.0,5720.3794
470.0,203.0,5721.1406
471.0,203.0,5721.0166
472.0,203.0,5720.229
473.0,203.0,5723.733
474.0,203.0,5726.837
475.0,203.0,5721.8022
476.0,203.0,5721.729
477.0,203.0,5722.078
478.0,203.0,5721.8037
479.0,203.0,5721.647
480.0,203.0,5721.8477
481.0,203.0,5721.491
482.0,203.0,5721.5347
483.0,203.0,5721.64
484.0,203.0,5721.245
485.0,203.0,5720.7944
486.0,203.0,5719.518
487.0,203.0,5717.799
