x,y,z
365.0,243.0,5709.902
366.0,243.0,5711.6514
367.0,243.0,5710.4795
368.0,243.0,5708.2095
369.0,243.0,5704.806
370.0,243.0,5698.879
371.0,243.0,5705.561
372.0,243.0,5713.4507
373.0,243.0,5712.828
374.0,243.0,5724.1943
375.0,243.0,5728.2134
376.0,243.0,5716.258
377.0,243.0,5711.0723
378.0,243.0,5707.81
379.0,243.0,5707.52
380.0,243.0,5709.3633
381.0,243.0,5710.613
382.0,243.0,5710.9517
383.0,243.0,5710.7373
384.0,243.0,5710.4014
385.0,243.0,5711.0376
386.0,243.0,5712.589
387.0,243.0,5712.4004
388.0,243.0,5711.5483
389.0,243.0,5713.73
390.0,243.0,5713.551
391.0,243.0,5712.9937
392.0,243.0,5712.3774
393.0,243.0,5712.1465
394.0,243.0,5712.2363
395.0,243.0,5712.4604
396.0,243.0,5712.3125
397.0,243.0,5712.001
398.0,243.0,5712.0376
399.0,243.0,5712.318
400.0,243.0,5711.8984
401.0,243.0,5709.1646
402.0,243.0,5710.4927
403.0,243.0,5712.551
404.0,243.0,5714.218
405.0,243.0,5714.5044
406.0,243.0,5714.3945
407.0,243.0,5714.746
408.0,243.0,5715.433
409.0,243.0,5714.4233
410.0,243.0,5712.0947
411.0,243.0,5713.305
412.0,243.0,5716.3237
413.0,243.0,5716.41
414.0,243.0,5715.6426
415.0,243.0,5716.4907
416.0,243.0,5715.329
417.0,243.0,5711.6904
418.0,243.0,5708.738
419.0,243.0,5706.6816
420.0,243.0,5705.326
421.0,243.0,5705.4585
422.0,243.0,5702.226
423.0,243.0,5703.045
424.0,243.0,5706.4478
425.0,243.0,5708.3794
426.0,243.0,5708.2285
427.0,243.0,5706.8213
428.0,243.0,5705.6304
429.0,243.0,5704.419
430.0,243.0,5704.6514
431.0,243.0,5706.228
432.0,243.0,5707.8755
433.0,243.0,5708.422
434.0,243.0,5708.3833
435.0,243.0,5708.0923
436.0,243.0,5706.883
437.0,243.0,5704.55
438.0,243.0,5703.389
439.0,243.0,5700.532
440.0,243.0,5712.549
441.0,243.0,5718.5093
442.0,243.0,5720.7954
443.0,243.0,5719.1836
444.0,243.0,5718.72
445.0,243.0,5719.235
446.0,243.0,5718.1475
447.0,243.0,5716.499
448.0,243.0,5716.8657
449.0,243.0,5717.5674
450.0,243.0,5716.799
451.0,243.0,5715.68
452.0,243.0,5713.7505
453.0,243.0,5712.2725
454.0,243.0,5712.555
455.0,243.0,5713.3833
456.0,243.0,5714.749
457.0,243.0,5716.1865
458.0,243.0,5716.1587
459.0,243.0,5714.8877
460.0,243.0,5714.7305
461.0,243.0,5715.0864
462.0,243.0,5714.9604
463.0,243.0,5717.2686
464.0,243.0,5720.695
465.0,243.0,5718.7524
466.0,243.0,5717.547
467.0,243.0,5716.5176
468.0,243.0,5716.112
469.0,243.0,5717.1426
470.0,243.0,5719.8135
471.0,243.0,5720.9536
472.0,243.0,5719.733
473.0,243.0,5718.6465
474.0,243.0,5718.1255
475.0,243.0,5717.0728
476.0,243.0,5715.884
477.0,243.0,5716.2285
478.0,243.0,5717.4136
479.0,243.0,5718.165
480.0,243.0,5717.379
481.0,243.0,5715.803
482.0,243.0,5715.1274
483.0,243.0,5715.9326
484.0,243.0,5716.1294
485.0,243.0,5715.227
486.0,243.0,5716.3496
487.0,243.0,5718.5107
488.0,243.0,5718.975
489.0,243.0,5719.171
490.0,243.0,5718.8945
491.0,243.0,5718.93
492.0,243.0,5719.0386
493.0,243.0,5718.1504
494.0,243.0,5716.946
495.0,243.0,5716.727
496.0,243.0,5716.4736
497.0,243.0,5716.9336
498.0,243.0,5717.234
499.0,243.0,5716.7227
500.0,243.0,5715.8066
501.0,243.0,5715.61
502.0,243.0,5715.7954
503.0,243.0,5715.876
504.0,243.0,5716.219
505.0,243.0,5716.1226
506.0,243.0,5715.796
507.0,243.0,5715.167
508.0,243.0,5714.606
509.0,243.0,5714.1455
510.0,243.0,5714.5635
511.0,243.0,5714.8228
512.0,243.0,5714.935
513.0,243.0,5715.216
514.0,243.0,5715.9927
515.0,243.0,5715.644
516.0,243.0,5714.967
517.0,243.0,5715.375
518.0,243.0,5716.774
519.0,243.0,5717.6016
520.0,243.0,5717.548
521.0,243.0,5717.014
522.0,243.0,5716.4663
523.0,243.0,5716.2617
524.0,243.0,5716.1206
525.0,243.0,5715.5005
526.0,243.0,5714.967
527.0,243.0,5715.1367
528.0,243.0,5716.235
529.0,243.0,5716.423
530.0,243.0,5714.5195
531.0,243.0,5713.431
532.0,243.0,5713.487
533.0,243.0,5714.047
534.0,243.0,5714.186
535.0,243.0,5714.058
536.0,243.0,5714.711
537.0,243.0,5715.1816
538.0,243.0,5715.517
539.0,243.0,5715.258
540.0,243.0,5715.8945
541.0,243.0,5716.4653
542.0,243.0,5715.687
543.0,243.0,5715.3975
544.0,243.0,5714.555
545.0,243.0,5714.2954
546.0,243.0,5714.5625
547.0,243.0,5714.493
548.0,243.0,5714.3423
549.0,243.0,5713.6562
550.0,243.0,5713.7676
551.0,243.0,5715.945
552.0,243.0,5716.4517
553.0,243.0,5716.3164
554.0,243.0,5715.7036
555.0,243.0,5714.859
556.0,243.0,5715.498
557.0,243.0,5714.884
558.0,243.0,5713.68
559.0,243.0,5713.002
560.0,243.0,5711.917
561.0,243.0,5710.818
562.0,243.0,5710.486
563.0,243.0,5710.214
564.0,243.0,5710.9507
565.0,243.0,5711.7495
566.0,243.0,5711.084
567.0,243.0,5710.0713
568.0,243.0,5710.1616
569.0,243.0,5710.835
570.0,243.0,5711.698
571.0,243.0,5712.485
572.0,243.0,5712.472
573.0,243.0,5712.5957
574.0,243.0,5712.4478
575.0,243.0,5711.9575
576.0,243.0,5712.6387
577.0,243.0,5713.54
578.0,243.0,5713.444
579.0,243.0,5713.2314
580.0,243.0,5712.4844
581.0,243.0,5710.9585
582.0,243.0,5710.5825
583.0,243.0,5711.212
584.0,243.0,5710.278
585.0,243.0,5708.9175
586.0,243.0,5709.548
587.0,243.0,5711.7744
588.0,243.0,5713.9927
589.0,243.0,5715.0137
590.0,243.0,5715.7734
591.0,243.0,5716.7573
592.0,243.0,5716.572
593.0,243.0,5715.1934
594.0,243.0,5714.228
595.0,243.0,5714.232
596.0,243.0,5714.255
597.0,243.0,5713.6973
598.0,243.0,5712.9
599.0,243.0,5712.6904
250.0,242.0,5685.459
251.0,242.0,5685.1157
252.0,242.0,5686.3066
253.0,242.0,5689.1426
254.0,242.0,5691.979
255.0,242.0,5692.0425
256.0,242.0,5692.1885
257.0,242.0,5692.0503
258.0,242.0,5690.7935
259.0,242.0,5690.5303
260.0,242.0,5689.668
261.0,242.0,5688.9517
262.0,242.0,5690.4277
263.0,242.0,5691.716
264.0,242.0,5691.155
265.0,242.0,5689.936
266.0,242.0,5688.6846
267.0,242.0,5687.697
268.0,242.0,5687.5366
269.0,242.0,5688.3594
270.0,242.0,5688.7607
271.0,242.0,5688.7935
272.0,242.0,5688.6973
273.0,242.0,5687.3496
274.0,242.0,5687.0317
275.0,242.0,5687.5337
276.0,242.0,5687.8965
277.0,242.0,5688.226
278.0,242.0,5687.514
279.0,242.0,5688.5625
280.0,242.0,5689.12
281.0,242.0,5689.021
282.0,242.0,5688.1113
283.0,242.0,5689.4395
284.0,242.0,5691.977
285.0,242.0,5693.1587
286.0,242.0,5693.758
287.0,242.0,5693.562
288.0,242.0,5693.972
289.0,242.0,5696.667
290.0,242.0,5698.0137
291.0,242.0,5697.8735
292.0,242.0,5697.8525
293.0,242.0,5697.047
294.0,242.0,5696.7534
295.0,242.0,5696.2036
296.0,242.0,5695.6064
297.0,242.0,5695.777
298.0,242.0,5696.769
299.0,242.0,5697.162
300.0,242.0,5697.206
301.0,242.0,5697.983
302.0,242.0,5700.334
303.0,242.0,5708.134
304.0,242.0,5709.405
305.0,242.0,5699.0894
306.0,242.0,5696.2305
307.0,242.0,5695.5044
308.0,242.0,5694.4966
309.0,242.0,5694.6064
310.0,242.0,5696.715
311.0,242.0,5697.969
312.0,242.0,5698.5273
313.0,242.0,5699.451
314.0,242.0,5700.901
315.0,242.0,5702.27
316.0,242.0,5702.911
317.0,242.0,5703.0854
318.0,242.0,5703.641
319.0,242.0,5703.963
320.0,242.0,5702.754
321.0,242.0,5702.2476
322.0,242.0,5702.427
323.0,242.0,5702.4043
324.0,242.0,5702.393
325.0,242.0,5702.945
326.0,242.0,5703.4023
327.0,242.0,5704.1577
328.0,242.0,5704.602
329.0,242.0,5705.2695
330.0,242.0,5706.3506
331.0,242.0,5707.854
332.0,242.0,5709.297
333.0,242.0,5711.049
334.0,242.0,5713.8745
335.0,242.0,5714.511
336.0,242.0,5713.075
337.0,242.0,5712.7183
338.0,242.0,5712.5425
339.0,242.0,5710.1143
340.0,242.0,5710.749
341.0,242.0,5711.9683
342.0,242.0,5711.4307
343.0,242.0,5711.125
344.0,242.0,5711.156
345.0,242.0,5710.814
346.0,242.0,5711.177
347.0,242.0,5712.0454
348.0,242.0,5712.3335
349.0,242.0,5710.538
350.0,242.0,5711.0576
351.0,242.0,5711.531
352.0,242.0,5711.662
353.0,242.0,5712.885
354.0,242.0,5713.4272
355.0,242.0,5714.058
356.0,242.0,5715.418
357.0,242.0,5715.143
358.0,242.0,5715.232
359.0,242.0,5713.657
360.0,242.0,5708.873
361.0,242.0,5708.7446
362.0,242.0,5711.793
363.0,242.0,5710.758
364.0,242.0,5709.138
365.0,242.0,5712.719
366.0,242.0,5713.243
367.0,242.0,5712.473
368.0,242.0,5707.928
369.0,242.0,5705.45
370.0,242.0,5708.039
371.0,242.0,5713.235
372.0,242.0,5714.0645
373.0,242.0,5715.873
374.0,242.0,5720.8804
375.0,242.0,5718.153
376.0,242.0,5712.0283
377.0,242.0,5710.266
378.0,242.0,5706.428
379.0,242.0,5707.3936
380.0,242.0,5709.1187
381.0,242.0,5709.8247
382.0,242.0,5710.1816
383.0,242.0,5710.3574
384.0,242.0,5711.1665
385.0,242.0,5712.664
386.0,242.0,5714.3525
387.0,242.0,5714.562
388.0,242.0,5714.2896
389.0,242.0,5713.9473
390.0,242.0,5713.5356
391.0,242.0,5712.938
392.0,242.0,5712.592
393.0,242.0,5712.459
394.0,242.0,5712.736
395.0,242.0,5712.6504
396.0,242.0,5712.326
397.0,242.0,5712.0386
398.0,242.0,5712.0474
399.0,242.0,5709.4834
400.0,242.0,5708.031
401.0,242.0,5707.4575
402.0,242.0,5710.1953
403.0,242.0,5712.833
404.0,242.0,5713.479
405.0,242.0,5713.1855
406.0,242.0,5714.7773
407.0,242.0,5717.3794
408.0,242.0,5718.8345
409.0,242.0,5716.166
410.0,242.0,5715.7905
411.0,242.0,5717.855
412.0,242.0,5717.837
413.0,242.0,5716.3066
414.0,242.0,5717.058
415.0,242.0,5719.1895
416.0,242.0,5713.3965
417.0,242.0,5709.436
418.0,242.0,5707.486
419.0,242.0,5705.157
420.0,242.0,5704.895
421.0,242.0,5703.9077
422.0,242.0,5702.9033
423.0,242.0,5704.5527
424.0,242.0,5705.6597
425.0,242.0,5707.244
426.0,242.0,5707.823
427.0,242.0,5707.0024
428.0,242.0,5705.4272
429.0,242.0,5704.9463
430.0,242.0,5706.3237
431.0,242.0,5707.6255
432.0,242.0,5708.0527
433.0,242.0,5707.709
434.0,242.0,5707.5435
435.0,242.0,5708.05
436.0,242.0,5706.8145
437.0,242.0,5704.401
438.0,242.0,5704.0728
439.0,242.0,5710.453
440.0,242.0,5717.727
441.0,242.0,5722.1753
442.0,242.0,5720.5283
443.0,242.0,5718.5234
444.0,242.0,5718.477
445.0,242.0,5718.299
446.0,242.0,5716.38
447.0,242.0,5716.1997
448.0,242.0,5717.405
449.0,242.0,5717.258
450.0,242.0,5716.1704
451.0,242.0,5715.14
452.0,242.0,5713.249
453.0,242.0,5712.7295
454.0,242.0,5713.1685
455.0,242.0,5713.9863
456.0,242.0,5715.1377
457.0,242.0,5715.8237
458.0,242.0,5715.0103
459.0,242.0,5713.9404
460.0,242.0,5714.7573
461.0,242.0,5715.8804
462.0,242.0,5717.421
463.0,242.0,5720.1797
464.0,242.0,5719.945
465.0,242.0,5717.2256
466.0,242.0,5715.883
467.0,242.0,5715.863
468.0,242.0,5717.137
469.0,242.0,5719.132
470.0,242.0,5720.65
471.0,242.0,5719.849
472.0,242.0,5718.825
473.0,242.0,5718.424
474.0,242.0,5717.681
475.0,242.0,5716.3184
476.0,242.0,5716.252
477.0,242.0,5717.2964
478.0,242.0,5718.315
479.0,242.0,5717.9424
480.0,242.0,5716.142
481.0,242.0,5714.7056
482.0,242.0,5713.672
483.0,242.0,5713.583
484.0,242.0,5713.8433
485.0,242.0,5715.4355
486.0,242.0,5718.165
487.0,242.0,5719.06
488.0,242.0,5719.726
489.0,242.0,5719.741
490.0,242.0,5719.894
491.0,242.0,5720.356
492.0,242.0,5720.339
493.0,242.0,5718.965
494.0,242.0,5719.2476
495.0,242.0,5719.702
496.0,242.0,5719.415
497.0,242.0,5718.0776
498.0,242.0,5716.9536
499.0,242.0,5715.874
500.0,242.0,5715.153
501.0,242.0,5715.112
502.0,242.0,5714.786
503.0,242.0,5715.038
504.0,242.0,5715.3384
505.0,242.0,5715.3105
506.0,242.0,5714.918
507.0,242.0,5714.0444
508.0,242.0,5713.483
509.0,242.0,5713.3477
510.0,242.0,5713.553
511.0,242.0,5713.7876
512.0,242.0,5714.0117
513.0,242.0,5714.9326
514.0,242.0,5715.489
515.0,242.0,5714.9424
516.0,242.0,5715.126
517.0,242.0,5716.3657
518.0,242.0,5717.4478
519.0,242.0,5717.6426
520.0,242.0,5717.304
521.0,242.0,5716.691
522.0,242.0,5716.254
523.0,242.0,5716.1416
524.0,242.0,5715.435
525.0,242.0,5714.301
526.0,242.0,5713.577
527.0,242.0,5713.3384
528.0,242.0,5713.0044
529.0,242.0,5713.448
530.0,242.0,5713.6763
531.0,242.0,5713.8403
532.0,242.0,5714.4717
533.0,242.0,5714.993
534.0,242.0,5714.52
535.0,242.0,5714.7373
536.0,242.0,5715.3594
537.0,242.0,5716.0806
538.0,242.0,5716.2036
539.0,242.0,5716.419
540.0,242.0,5715.0786
541.0,242.0,5716.0034
542.0,242.0,5716.4424
543.0,242.0,5715.915
544.0,242.0,5715.2007
545.0,242.0,5715.426
546.0,242.0,5715.881
547.0,242.0,5715.933
548.0,242.0,5715.182
549.0,242.0,5711.4883
550.0,242.0,5712.4653
551.0,242.0,5715.478
552.0,242.0,5714.5176
553.0,242.0,5712.8057
554.0,242.0,5714.5073
555.0,242.0,5715.617
556.0,242.0,5715.7744
557.0,242.0,5714.347
558.0,242.0,5713.4204
559.0,242.0,5712.4277
560.0,242.0,5711.276
561.0,242.0,5711.024
562.0,242.0,5711.3135
563.0,242.0,5711.9795
564.0,242.0,5713.226
565.0,242.0,5712.884
566.0,242.0,5711.6816
567.0,242.0,5711.355
568.0,242.0,5712.0386
569.0,242.0,5712.7354
570.0,242.0,5713.438
571.0,242.0,5713.346
572.0,242.0,5713.076
573.0,242.0,5713.1045
574.0,242.0,5712.7026
575.0,242.0,5712.9893
576.0,242.0,5713.507
577.0,242.0,5713.2515
578.0,242.0,5712.859
579.0,242.0,5712.084
580.0,242.0,5710.265
581.0,242.0,5709.5913
582.0,242.0,5711.2363
